ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:20	Saucier is a secretary. Petrillo is a janitor. The work of a secretary is aughuing ominly. The work of a janitor is acmastatting rigeorly. Saucier and Petrillo met at the yoga class. The class instructs to practice an exercise for 1 - 3 seconds followed by a video. Ze pondered whether choosing acmastatting rigeorly as a career was a wise decision.	Ze	266	Saucier	139	FALSE	Petrillo	151	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:21	Noonan is a food preparation worker. The work of a secretary is aughuing ominly. The work of a food preparation worker is glidetting cobaly. Oberg is a secretary. Noonan and Oberg met at the networking event. It is located in the basement of the Museum of Magic in Las Vegas, Nevada. When a question related to aughuing ominly arose, she offered a professional opinion.	she	334	Noonan	163	FALSE	Oberg	174	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:22	Colonna is a hairdresser. The work of a hairdresser is axtactifying sethourdorly. Kephart is a manager. The work of a manager is monesing eushly. Colonna and Kephart encountered each other at the yoga class. At this point, the participants must n't interrupt the activity. When a question related to monesing eushly arose, he offered a professional opinion.	he	323	Colonna	146	FALSE	Kephart	158	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:23	Istre is a real estate agent. The work of a librarian is drospiancing ghordly. The work of a real estate agent is nolcaplating birjuly. Spray is a librarian. Spray and Istre met at the pool party. The party is also filled by the band. When a question related to drospiancing ghordly arose, he offered a professional opinion.	he	290	Spray	158	TRUE	Istre	168	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:24	Keel is a secretary. Dirks is a hairdresser. The work of a secretary is aughuing ominly. The work of a hairdresser is axtactifying sethourdorly. At the music festival, Keel and Dirks met. The main reason for visiting these places is to explore new areas of the city. Ey pondered whether choosing aughuing ominly as a career was a wise decision.	Ey	267	Keel	168	TRUE	Dirks	177	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:25	The work of a judge is toncing ignaftedly. Smolen is a secretary. Ristau is a judge. The work of a secretary is aughuing ominly. Smolen and Ristau met at the communal dining restaurant. This place is in great shape, there are so many people here all enjoying their day and drinking the whole time. He pondered whether choosing aughuing ominly as a career was a wise decision.	He	298	Smolen	129	TRUE	Ristau	140	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:26	Bednar is a secretary. The work of a bus driver is heuting riuly. The work of a secretary is aughuing ominly. Juhl is a bus driver. Bednar and Juhl encountered each other at the music festival. The event is still underway. When a question related to aughuing ominly arose, ze offered a professional opinion.	ze	273	Bednar	132	TRUE	Juhl	143	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:27	The work of a lawyer is clerarating degly. Quiroz is a lawyer. Hise is a hairdresser. The work of a hairdresser is axtactifying sethourdorly. Quiroz and Hise encountered each other at the retreat. The party is a chance at discovering and supporting the local economy, local businesses and local musicians. When a question related to axtactifying sethourdorly arose, they offered a professional opinion.	they	366	Quiroz	142	FALSE	Hise	153	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:28	The work of a lawyer is clerarating degly. Birdwell is a lawyer. Aguayo is a traffic warden. The work of a traffic warden is enaphying exarootily. Aguayo and Birdwell encountered each other at the poolside event. The event is still scheduled at the end of May for a crowd of around 200. She pondered whether choosing enaphying exarootily as a career was a wise decision.	She	287	Aguayo	147	TRUE	Birdwell	158	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:29	The work of a traffic warden is enaphying exarootily. Lamoureux is a traffic warden. Gordy is a secretary. The work of a secretary is aughuing ominly. Gordy and Lamoureux bumped into each other at the library. Book clubs organize monthly meetings. He reflected on whether aughuing ominly for a living was a good career choice.	He	248	Gordy	151	TRUE	Lamoureux	161	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:30	The work of a secretary is aughuing ominly. Lucht is a janitor. The work of a janitor is acmastatting rigeorly. Luft is a secretary. Luft and Lucht bumped into each other at the poolside event. A lot of people are always talking and eating together. They reflected on whether aughuing ominly for a living was a good career choice.	They	250	Luft	133	TRUE	Lucht	142	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:31	"The work of a veterinary doctor is divolving accily. Genova is a veterinary doctor. The work of a librarian is drospiancing ghordly. Centers is a librarian. Centers and Genova bumped into each other at the dance class. Classes have a special event called a ""Shuffle Jam"". He reflected on whether drospiancing ghordly for a living was a good career choice."	He	272	Centers	157	TRUE	Genova	169	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:32	Llerena is a lawyer. The work of a lawyer is clerarating degly. The work of a dentist is sadliging hezly. Gong is a dentist. Llerena and Gong met at the subway. The subway and streetcar routes generally go through downtown, so it's possible at any time that people could be waiting on another group of people on a regular bus. He reflected on whether sadliging hezly for a living was a good career choice.	He	327	Llerena	125	FALSE	Gong	137	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:33	The work of a factory worker is stuling filcently. The work of a secretary is aughuing ominly. Lambdin is a factory worker. Wilmes is a secretary. At the garden, Lambdin and Wilmes encountered each other. The birds are wild and hungry! When a question related to aughuing ominly arose, ey offered a professional opinion.	ey	286	Lambdin	162	FALSE	Wilmes	174	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:34	Boyington is a bus driver. The work of a firefighter is ehemting smorbtly. Shimer is a firefighter. The work of a bus driver is heuting riuly. Shimer and Boyington met at the music festival. There is also a very high rate of volunteerism in the events. When a question related to ehemting smorbtly arose, he offered a professional opinion.	he	305	Shimer	143	TRUE	Boyington	154	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:35	The work of a traffic warden is enaphying exarootily. Weber is a firefighter. The work of a firefighter is ehemting smorbtly. Mandeville is a traffic warden. Mandeville and Weber bumped into each other at the music festival. These events and events help the local community become more active, and the whole community grows through these programs. When a question related to ehemting smorbtly arose, he offered a professional opinion.	he	400	Mandeville	158	FALSE	Weber	173	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:36	The work of a manager is monesing eushly. Simmers is a bus driver. The work of a bus driver is heuting riuly. Tomlin is a manager. Simmers and Tomlin bumped into each other at the gallery. The museum is in a historic district of central Athens and the main market district, which has become a major tourism destination, is the heart of the ancient city. She pondered whether choosing heuting riuly as a career was a wise decision.	She	354	Simmers	131	TRUE	Tomlin	143	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:37	Gessner is a secretary. Halvorsen is a food preparation worker. The work of a food preparation worker is glidetting cobaly. The work of a secretary is aughuing ominly. Halvorsen and Gessner encountered each other at the garden. The park is good. She reflected on whether glidetting cobaly for a living was a good career choice.	She	246	Halvorsen	168	TRUE	Gessner	182	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:38	"The work of a secretary is aughuing ominly. Kappes is a judge. Llanes is a secretary. The work of a judge is toncing ignaftedly. At the pool party, Kappes and Llanes encountered each other. The party is a ""pony - house holiday"" in which young people celebrate together by eating chocolate and drinking champagne at the same time. He reflected on whether aughuing ominly for a living was a good career choice."	He	330	Kappes	148	FALSE	Llanes	159	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:39	The work of a librarian is drospiancing ghordly. The work of a traffic warden is enaphying exarootily. Worrall is a traffic warden. Leek is a librarian. At the dance class, Leek and Worrall encountered each other. Every class takes 7 to 13 minutes or more to become complete. She pondered whether choosing drospiancing ghordly as a career was a wise decision.	She	276	Leek	173	TRUE	Worrall	182	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:40	The work of an office clerk is tarming lourly. Luczak is an office clerk. The work of a bus driver is heuting riuly. Strong is a bus driver. Strong and Luczak met at the food co-op. The place is nice. Ze pondered whether choosing tarming lourly as a career was a wise decision.	Ze	201	Strong	141	FALSE	Luczak	152	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:41	Comerford is a judge. The work of a judge is toncing ignaftedly. The work of a librarian is drospiancing ghordly. Stanek is a librarian. Stanek and Comerford encountered each other at the wedding. The main reason for visiting these places is to explore new areas of the city. When a question related to toncing ignaftedly arose, they offered a professional opinion.	they	329	Stanek	137	FALSE	Comerford	148	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:42	Mandel is a judge. The work of a real estate agent is nolcaplating birjuly. The work of a judge is toncing ignaftedly. Vidales is a real estate agent. Mandel and Vidales met at the networking event. A lot of people are always talking and eating together. She pondered whether choosing nolcaplating birjuly as a career was a wise decision.	She	255	Mandel	151	FALSE	Vidales	162	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:43	The work of a librarian is drospiancing ghordly. The work of a janitor is acmastatting rigeorly. Scholl is a janitor. Doolin is a librarian. At the cigar bar, Scholl and Doolin met. People ca n't be too disappointed at the spot for cheap coffee. When a question related to drospiancing ghordly arose, he offered a professional opinion.	he	301	Scholl	159	FALSE	Doolin	170	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:44	Southerland is a dentist. Kitson is a hairdresser. The work of a hairdresser is axtactifying sethourdorly. The work of a dentist is sadliging hezly. Southerland and Kitson encountered each other at the coffee shop. On weekend nights, this place is crowded. When a question related to sadliging hezly arose, he offered a professional opinion.	he	307	Southerland	149	TRUE	Kitson	165	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:45	The work of a food preparation worker is glidetting cobaly. Carrasquillo is a food preparation worker. The work of a veterinary doctor is divolving accily. Trapp is a veterinary doctor. At the cigar bar, Carrasquillo and Trapp encountered each other. The place is nice. He pondered whether choosing divolving accily as a career was a wise decision.	He	270	Carrasquillo	204	FALSE	Trapp	221	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:46	Gann is a dentist. The work of a dentist is sadliging hezly. Avalos is a firefighter. The work of a firefighter is ehemting smorbtly. Avalos and Gann encountered each other at the food co-op. The place is nice. He pondered whether choosing ehemting smorbtly as a career was a wise decision.	He	211	Avalos	134	TRUE	Gann	145	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:47	The work of a manager is monesing eushly. The work of a bus driver is heuting riuly. Croft is a manager. Branum is a bus driver. At the retreat, Branum and Croft met. The party is sponsored by the Patriots. Ze reflected on whether heuting riuly for a living was a good career choice.	Ze	207	Branum	145	TRUE	Croft	156	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:48	The work of a food preparation worker is glidetting cobaly. The work of a librarian is drospiancing ghordly. Dauphin is a food preparation worker. Montano is a librarian. Montano and Dauphin encountered each other at the ski resort party. The party is usually a happy - go - lucky night, and the people at the party are also happy with each other. She pondered whether choosing drospiancing ghordly as a career was a wise decision.	She	348	Montano	171	TRUE	Dauphin	183	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:49	Alger is a firefighter. The work of a dentist is sadliging hezly. Mcallister is a dentist. The work of a firefighter is ehemting smorbtly. At the bike tour, Alger and Mcallister met. The tour is expected to run for the weekend of March 13 through 22. Tickets are $ 13 minimum, $ 16 per person for those ages 13 - 19. When a question related to sadliging hezly arose, ey offered a professional opinion.	ey	367	Alger	157	FALSE	Mcallister	167	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:50	Stebbins is a firefighter. The work of a firefighter is ehemting smorbtly. Meier is a manager. The work of a manager is monesing eushly. At the bike tour, Meier and Stebbins encountered each other. The tour is an essential part of a growing number of South African children entering the profession. He pondered whether choosing ehemting smorbtly as a career was a wise decision.	He	299	Meier	155	FALSE	Stebbins	165	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:51	Waldman is a researcher. Lahti is a lawyer. The work of a lawyer is clerarating degly. The work of a researcher is ecroviding vergadously. Waldman and Lahti bumped into each other at the specialty retail store. The market is getting a lot of positive news. She pondered whether choosing ecroviding vergadously as a career was a wise decision.	She	257	Waldman	139	TRUE	Lahti	151	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:52	Waiters is a secretary. The work of a secretary is aughuing ominly. Yocom is a traffic warden. The work of a traffic warden is enaphying exarootily. At the networking event, Waiters and Yocom encountered each other. The festival is run by the United Methodist Church. When a question related to enaphying exarootily arose, she offered a professional opinion.	she	323	Waiters	174	FALSE	Yocom	186	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:53	Lightfoot is a judge. The work of a judge is toncing ignaftedly. Goddard is a lawyer. The work of a lawyer is clerarating degly. Lightfoot and Goddard encountered each other at the birthday party. The party is also filled by the band. She reflected on whether toncing ignaftedly for a living was a good career choice.	She	235	Lightfoot	129	TRUE	Goddard	143	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:54	The work of a pilot is mepuing cevely. Greaves is a pilot. Goggins is a hairdresser. The work of a hairdresser is axtactifying sethourdorly. At the local talk, Goggins and Greaves encountered each other. The event is still underway. He reflected on whether axtactifying sethourdorly for a living was a good career choice.	He	233	Goggins	160	TRUE	Greaves	172	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:55	The work of a factory worker is stuling filcently. Geter is a factory worker. The work of a real estate agent is nolcaplating birjuly. Hamm is a real estate agent. At the rideshare, Geter and Hamm met. Each public bus will have a fixed schedule. He reflected on whether nolcaplating birjuly for a living was a good career choice.	He	246	Geter	182	FALSE	Hamm	192	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:56	Olmstead is a hairdresser. The work of a dentist is sadliging hezly. The work of a hairdresser is axtactifying sethourdorly. Bracamontes is a dentist. Olmstead and Bracamontes bumped into each other at the gallery opening event. A lot of people are always talking and eating together. They reflected on whether sadliging hezly for a living was a good career choice.	They	285	Olmstead	151	FALSE	Bracamontes	164	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:57	Sankar is a pilot. The work of a pilot is mepuing cevely. The work of a journalist is haping beeely. Jeanlouis is a journalist. Sankar and Jeanlouis met at the ski resort party. The party is now one of the most popular events of the summer season, with kids from all over the globe taking part in it. She reflected on whether mepuing cevely for a living was a good career choice.	She	301	Sankar	128	TRUE	Jeanlouis	139	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:58	Epley is a lawyer. The work of a lawyer is clerarating degly. Alcorta is a hairdresser. The work of a hairdresser is axtactifying sethourdorly. At the open gallery museum, Alcorta and Epley met. This museum and art is what we need more of. She reflected on whether clerarating degly for a living was a good career choice.	She	240	Alcorta	172	FALSE	Epley	184	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:59	The work of a hairdresser is axtactifying sethourdorly. Ashman is a hairdresser. Mello is a bus driver. The work of a bus driver is heuting riuly. Ashman and Mello met at the communal dining restaurant. The other items that are great here are the coffee creamer. She reflected on whether heuting riuly for a living was a good career choice.	She	263	Ashman	147	FALSE	Mello	158	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:60	Selders is an accountant. The work of an accountant is sparluing gobewly. Eckart is a judge. The work of a judge is toncing ignaftedly. Eckart and Selders met at the french class. Classes provide fun and challenge. He pondered whether choosing toncing ignaftedly as a career was a wise decision.	He	215	Eckart	136	TRUE	Selders	147	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:61	The work of a veterinary doctor is divolving accily. Straw is a manager. The work of a manager is monesing eushly. Bellman is a veterinary doctor. Bellman and Straw met at the music festival. Many of the events are very popular in the city. She reflected on whether divolving accily for a living was a good career choice.	She	241	Bellman	147	TRUE	Straw	159	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:62	The work of a dentist is sadliging hezly. Romanelli is a dentist. The work of a janitor is acmastatting rigeorly. Robbins is a janitor. Romanelli and Robbins bumped into each other at the coffee shop. The service was great - it was only 90 $ for the coffee. He pondered whether choosing acmastatting rigeorly as a career was a wise decision.	He	258	Romanelli	136	FALSE	Robbins	150	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:63	Wible is a dentist. The work of a dentist is sadliging hezly. Thibeault is a pilot. The work of a pilot is mepuing cevely. Thibeault and Wible bumped into each other at the art expo. Many of the events are very popular in the city. He reflected on whether sadliging hezly for a living was a good career choice.	He	232	Thibeault	123	FALSE	Wible	137	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:64	Binger is a manager. The work of a manager is monesing eushly. Croston is a journalist. The work of a journalist is haping beeely. Croston and Binger met at the rideshare. Public transportation is good for daily commutes. When a question related to monesing eushly arose, he offered a professional opinion.	he	272	Croston	131	FALSE	Binger	143	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:65	Hollier is a veterinary doctor. The work of a lawyer is clerarating degly. The work of a veterinary doctor is divolving accily. Crary is a lawyer. At the rideshare, Hollier and Crary encountered each other. The government updated the first error in fares but a second mistake appears in the original version that said free. Ze reflected on whether clerarating degly for a living was a good career choice.	Ze	324	Hollier	165	FALSE	Crary	177	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:66	Michalowski is a food preparation worker. The work of a food preparation worker is glidetting cobaly. Spells is an accountant. The work of an accountant is sparluing gobewly. At the pool party, Spells and Michalowski met. The party is filled with local and national celebrities and entertainers. When a question related to sparluing gobewly arose, he offered a professional opinion.	he	348	Spells	194	TRUE	Michalowski	205	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:67	The work of a real estate agent is nolcaplating birjuly. Hornung is a real estate agent. The work of a librarian is drospiancing ghordly. Akhter is a librarian. Hornung and Akhter bumped into each other at the music and art festival. The event is held at 4:30 p.m. Sunday at the Marriott Downtown Hotel in the Marriott Hotel. Admission is Free. He reflected on whether nolcaplating birjuly for a living was a good career choice.	He	345	Hornung	161	TRUE	Akhter	173	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:68	The work of a food preparation worker is glidetting cobaly. Urbanski is a food preparation worker. Mojica is a researcher. The work of a researcher is ecroviding vergadously. At the bus station, Urbanski and Mojica met. People have different schedules. When a question related to ecroviding vergadously arose, he offered a professional opinion.	he	310	Urbanski	195	FALSE	Mojica	208	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:69	The work of a manager is monesing eushly. Pulliam is a traffic warden. The work of a traffic warden is enaphying exarootily. Dendy is a manager. At the music and art festival, Pulliam and Dendy encountered each other. The event is still underway. When a question related to monesing eushly arose, he offered a professional opinion.	he	297	Pulliam	176	FALSE	Dendy	188	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:70	Waddington is a food preparation worker. Downie is a janitor. The work of a food preparation worker is glidetting cobaly. The work of a janitor is acmastatting rigeorly. Waddington and Downie met at the networking event. It takes time to develop the cultural component of a event, particularly in an already huge city. When a question related to acmastatting rigeorly arose, he offered a professional opinion.	he	375	Waddington	170	FALSE	Downie	185	TRUE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:71	Epling is a traffic warden. The work of a food preparation worker is glidetting cobaly. The work of a traffic warden is enaphying exarootily. Granata is a food preparation worker. At the commuter bus, Granata and Epling encountered each other. With no trains or subway service, buses are not public. Ze reflected on whether glidetting cobaly for a living was a good career choice.	Ze	300	Granata	201	TRUE	Epling	213	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:72	The work of a journalist is haping beeely. Fuerst is a lawyer. The work of a lawyer is clerarating degly. Gigliotti is a journalist. At the music festival, Fuerst and Gigliotti met. It takes time to develop the cultural component of a event, particularly in an already huge city. When a question related to clerarating degly arose, he offered a professional opinion.	he	332	Fuerst	156	TRUE	Gigliotti	167	FALSE	none
kitmus/background-inference-real-charfict/subtask_2_ents/full-text/train:73	Zabel is a researcher. The work of a researcher is ecroviding vergadously. The work of a janitor is acmastatting rigeorly. Holcomb is a janitor. Zabel and Holcomb bumped into each other at the library. This is the best way to find out what more people want to know about reading trends. When a question related to acmastatting rigeorly arose, he offered a professional opinion.	he	343	Zabel	145	FALSE	Holcomb	155	TRUE	none
