ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:19	At the charity car wash, Redwine and Breece met. When a question related to cleaning and maintaining buildings professionally arose, she offered a professional opinion.	she	133	Redwine	25	TRUE	Breece	37	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:20	Ferland and Lujano bumped into each other at the new year party. She pondered whether choosing looking after sick animals by practicing veterinary medicine as a career was a wise decision.	She	65	Ferland	0	TRUE	Lujano	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:21	Bonanno and Teixeira bumped into each other at the party. He reflected on whether making news reports in writing and television for a living was a good career choice.	He	58	Bonanno	0	TRUE	Teixeira	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:22	Campoverde and Schultze bumped into each other at the trivia night. She reflected on whether looking after sick animals by practicing veterinary medicine for a living was a good career choice.	She	68	Campoverde	0	TRUE	Schultze	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:23	Sin and Mcdougal met at the wedding. They pondered whether choosing working professionally in a library as a career was a wise decision.	They	37	Sin	0	TRUE	Mcdougal	8	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:24	Vanleeuwen and Biggerstaff bumped into each other at the holiday party. When a question related to putting out fires arose, she offered a professional opinion.	she	124	Vanleeuwen	0	TRUE	Biggerstaff	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:25	Almaguer and Parham met at the new year party. When a question related to cleaning the kitchen area at restaurants arose, she offered a professional opinion.	she	122	Almaguer	0	FALSE	Parham	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:26	At the holiday party, Gruver and Millwood encountered each other. When a question related to working with the money and accounts of a company arose, she offered a professional opinion.	she	149	Gruver	22	TRUE	Millwood	33	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:27	Shorter and Daubert bumped into each other at the trivia night. When a question related to cutting hair and giving it a new style arose, he offered a professional opinion.	he	137	Shorter	0	TRUE	Daubert	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:28	Stowers and Steinke met at the rock climbing gym. He pondered whether choosing typing letters and keeping records for a company as a career was a wise decision.	He	50	Stowers	0	FALSE	Steinke	12	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:29	Ebert and Height bumped into each other at the bus station. They pondered whether choosing cutting hair and giving it a new style as a career was a wise decision.	They	60	Ebert	0	TRUE	Height	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:30	Mcgarvey and Reader encountered each other at the paintball courses. When a question related to defending people in court and giving legal advice arose, he offered a professional opinion.	he	153	Mcgarvey	0	TRUE	Reader	13	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:31	Hinrichs and Defilippo encountered each other at the house party. When a question related to doing research in a research lab arose, he offered a professional opinion.	he	133	Hinrichs	0	FALSE	Defilippo	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:32	At the boardwalk arcade, Persaud and Swinford met. Ze pondered whether choosing driving buses as a career was a wise decision.	Ze	51	Persaud	25	FALSE	Swinford	37	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:33	Herald and Worley met at the alumni event. She reflected on whether cleaning and maintaining buildings professionally for a living was a good career choice.	She	43	Herald	0	TRUE	Worley	11	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:34	At the networking event, Tritt and Bussiere encountered each other. He pondered whether choosing typing letters and keeping records for a company as a career was a wise decision.	He	68	Tritt	25	TRUE	Bussiere	35	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:35	At the community service day event, Haughey and Cresswell encountered each other. When a question related to defending people in court and giving legal advice arose, ze offered a professional opinion.	ze	166	Haughey	36	TRUE	Cresswell	48	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:36	Hamm and Hinze encountered each other at the wine tasting. When a question related to fixing and treating problems with teeth arose, he offered a professional opinion.	he	133	Hamm	0	FALSE	Hinze	9	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:37	At the job fair, Keck and Brinkmann encountered each other. She reflected on whether cleaning the kitchen area at restaurants for a living was a good career choice.	She	60	Keck	17	FALSE	Brinkmann	26	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:38	At the high intensity class, Casimiro and Schiavo encountered each other. Ze reflected on whether looking after sick animals by practicing veterinary medicine for a living was a good career choice.	Ze	74	Casimiro	29	FALSE	Schiavo	42	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:39	At the house party, Nord and Karn encountered each other. She pondered whether choosing typing letters and keeping records for a company as a career was a wise decision.	She	58	Nord	20	FALSE	Karn	29	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:40	Vail and Palma met at the beach. He reflected on whether managing people in a company for a living was a good career choice.	He	33	Vail	0	TRUE	Palma	9	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:41	Slama and Mcgarvey bumped into each other at the community service day event. She pondered whether choosing looking after sick animals by practicing veterinary medicine as a career was a wise decision.	She	78	Slama	0	TRUE	Mcgarvey	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:42	Vanhouten and Quast met at the open mic night. When a question related to putting out fires arose, he offered a professional opinion.	he	99	Vanhouten	0	FALSE	Quast	14	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:43	Myint and Claassen encountered each other at the stadium. He reflected on whether patrolling areas to check that people do not park in the wrong place for a living was a good career choice.	He	58	Myint	0	TRUE	Claassen	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:44	At the open gallery museum, Oestreich and Resch encountered each other. He pondered whether choosing cleaning and maintaining buildings professionally as a career was a wise decision.	He	72	Oestreich	28	TRUE	Resch	42	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:45	Dotson and Dorsch met at the new year party. When a question related to doing research in a research lab arose, she offered a professional opinion.	she	112	Dotson	0	FALSE	Dorsch	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:46	Jackowski and Shapiro met at the carpool. When a question related to typing letters and keeping records for a company arose, he offered a professional opinion.	he	125	Jackowski	0	FALSE	Shapiro	14	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:47	At the alumni event, Cloutier and Super met. He pondered whether choosing fixing and treating problems with teeth as a career was a wise decision.	He	45	Cloutier	21	TRUE	Super	34	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:48	Stepp and Heavner bumped into each other at the trivia night. She pondered whether choosing assisting organizations by performing a variety of clerical functions as a career was a wise decision.	She	62	Stepp	0	TRUE	Heavner	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:49	Cornelison and Bove encountered each other at the charity run. When a question related to making news reports in writing and television arose, he offered a professional opinion.	he	143	Cornelison	0	TRUE	Bove	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:50	Hoosier and Bublitz encountered each other at the open mic night. She reflected on whether looking after sick animals by practicing veterinary medicine for a living was a good career choice.	She	66	Hoosier	0	TRUE	Bublitz	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:51	Giddens and Ammann encountered each other at the boardwalk arcade. She pondered whether choosing making money from selling land for development as a career was a wise decision.	She	67	Giddens	0	TRUE	Ammann	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:52	Halls and Lesko encountered each other at the rock climbing gym. She pondered whether choosing patrolling areas to check that people do not park in the wrong place as a career was a wise decision.	She	65	Halls	0	TRUE	Lesko	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:53	Homan and Tolar met at the food festival. He pondered whether choosing deciding cases in a law court as a career was a wise decision.	He	42	Homan	0	TRUE	Tolar	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:54	Stage and Orona bumped into each other at the beach. He reflected on whether controlling the flight of an aircraft by operating its directional flight controls for a living was a good career choice.	He	53	Stage	0	TRUE	Orona	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:55	Moreno and Stam met at the wedding. She pondered whether choosing fixing and treating problems with teeth as a career was a wise decision.	She	36	Moreno	0	TRUE	Stam	11	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:56	Abt and Mcinturff encountered each other at the brewery tour. He reflected on whether defending people in court and giving legal advice for a living was a good career choice.	He	62	Abt	0	TRUE	Mcinturff	8	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:57	At the park, Lenart and Rhoton met. He pondered whether choosing driving buses as a career was a wise decision.	He	36	Lenart	13	TRUE	Rhoton	24	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:58	At the brewery tour, Hammond and Sterner met. Ze reflected on whether driving buses for a living was a good career choice.	Ze	46	Hammond	21	TRUE	Sterner	33	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:59	At the community service day event, Wile and Mccorkle met. When a question related to looking after sick animals by practicing veterinary medicine arose, she offered a professional opinion.	she	154	Wile	36	TRUE	Mccorkle	45	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:60	Furst and Owsley met at the brewery tour. She pondered whether choosing working professionally in a library as a career was a wise decision.	She	42	Furst	0	FALSE	Owsley	10	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:61	At the party, Cabaniss and Healey met. She pondered whether choosing controlling the flight of an aircraft by operating its directional flight controls as a career was a wise decision.	She	39	Cabaniss	14	TRUE	Healey	27	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:62	At the bar crawl, Everman and Fan met. He pondered whether choosing working with the money and accounts of a company as a career was a wise decision.	He	39	Everman	18	FALSE	Fan	30	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:63	Crass and Chia bumped into each other at the brewery tour. They reflected on whether driving buses for a living was a good career choice.	They	59	Crass	0	TRUE	Chia	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:64	At the cooking class, Kwon and Smoak encountered each other. He pondered whether choosing making money from selling land for development as a career was a wise decision.	He	61	Kwon	22	FALSE	Smoak	31	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:65	Horowitz and Troxel encountered each other at the alumni event. When a question related to putting out fires arose, he offered a professional opinion.	he	116	Horowitz	0	FALSE	Troxel	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:66	At the beer making classes, Durso and Farney encountered each other. When a question related to defending people in court and giving legal advice arose, she offered a professional opinion.	she	153	Durso	28	FALSE	Farney	38	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:67	Densmore and Quinney bumped into each other at the street fair. He reflected on whether putting out fires for a living was a good career choice.	He	64	Densmore	0	FALSE	Quinney	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:68	At the cooking class, Arend and Kondo encountered each other. She pondered whether choosing cutting hair and giving it a new style as a career was a wise decision.	She	62	Arend	22	FALSE	Kondo	32	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:69	At the food and drink festival, Lazzaro and Hage encountered each other. When a question related to working in a factory arose, they offered a professional opinion.	they	128	Lazzaro	32	FALSE	Hage	44	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:70	Gillett and Greenwald bumped into each other at the community service day event. He pondered whether choosing patrolling areas to check that people do not park in the wrong place as a career was a wise decision.	He	81	Gillett	0	FALSE	Greenwald	12	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:71	Stabile and Costanza encountered each other at the public transport. He reflected on whether making news reports in writing and television for a living was a good career choice.	He	69	Stabile	0	TRUE	Costanza	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:72	Jama and Robledo bumped into each other at the brewery tour. He reflected on whether controlling the flight of an aircraft by operating its directional flight controls for a living was a good career choice.	He	61	Jama	0	TRUE	Robledo	9	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:73	Vandergrift and Biondo bumped into each other at the boardwalk arcade. He reflected on whether looking after sick animals by practicing veterinary medicine for a living was a good career choice.	He	71	Vandergrift	0	FALSE	Biondo	16	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:74	At the house party, Wolken and Witman encountered each other. He reflected on whether assisting organizations by performing a variety of clerical functions for a living was a good career choice.	He	62	Wolken	20	TRUE	Witman	31	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:75	Nygren and Waterbury encountered each other at the trivia night. Ey pondered whether choosing patrolling areas to check that people do not park in the wrong place as a career was a wise decision.	Ey	65	Nygren	0	FALSE	Waterbury	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:76	Searls and Baumgardner bumped into each other at the job fair. She reflected on whether working in a factory for a living was a good career choice.	She	63	Searls	0	FALSE	Baumgardner	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:77	Robichaud and Monjaras encountered each other at the park. When a question related to working professionally in a library arose, she offered a professional opinion.	she	129	Robichaud	0	FALSE	Monjaras	14	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:78	Garrow and Cail encountered each other at the dog park. She reflected on whether deciding cases in a law court for a living was a good career choice.	She	56	Garrow	0	TRUE	Cail	11	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:79	At the train, Brzozowski and Grzybowski encountered each other. Ze pondered whether choosing putting out fires as a career was a wise decision.	Ze	64	Brzozowski	14	FALSE	Grzybowski	29	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:80	At the carpool, Hipple and Sternberg encountered each other. He reflected on whether doing research in a research lab for a living was a good career choice.	He	61	Hipple	16	TRUE	Sternberg	27	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:81	Chopra and Doyon encountered each other at the charity run. When a question related to assisting organizations by performing a variety of clerical functions arose, ey offered a professional opinion.	ey	164	Chopra	0	TRUE	Doyon	11	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:82	Latino and Mcclintic met at the ski resort party. He reflected on whether working in a factory for a living was a good career choice.	He	50	Latino	0	FALSE	Mcclintic	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:83	Viramontes and Hoke encountered each other at the open gallery museum. They reflected on whether putting out fires for a living was a good career choice.	They	71	Viramontes	0	TRUE	Hoke	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:84	At the ski resort party, Duck and Prokop met. He pondered whether choosing making money from selling land for development as a career was a wise decision.	He	46	Duck	25	TRUE	Prokop	34	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:85	Hardison and Bridwell bumped into each other at the park. When a question related to assisting organizations by performing a variety of clerical functions arose, he offered a professional opinion.	he	162	Hardison	0	FALSE	Bridwell	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:86	At the job fair, Fusco and Meis encountered each other. When a question related to typing letters and keeping records for a company arose, she offered a professional opinion.	she	139	Fusco	17	FALSE	Meis	27	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:87	At the beer making classes, Buckle and Alvizo encountered each other. Ey pondered whether choosing controlling the flight of an aircraft by operating its directional flight controls as a career was a wise decision.	Ey	70	Buckle	28	FALSE	Alvizo	39	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:88	At the party, Jackman and Bullen encountered each other. When a question related to working professionally in a library arose, he offered a professional opinion.	he	127	Jackman	14	TRUE	Bullen	26	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:89	Chipps and Kue encountered each other at the ski resort party. He pondered whether choosing making news reports in writing and television as a career was a wise decision.	He	63	Chipps	0	FALSE	Kue	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:90	Clements and Tallant bumped into each other at the cooking class. When a question related to cleaning the kitchen area at restaurants arose, he offered a professional opinion.	he	141	Clements	0	FALSE	Tallant	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:91	Hathorn and Leitner met at the open mic night. She pondered whether choosing typing letters and keeping records for a company as a career was a wise decision.	She	47	Hathorn	0	TRUE	Leitner	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:92	Rogel and Ewert met at the charity car wash. She pondered whether choosing defending people in court and giving legal advice as a career was a wise decision.	She	45	Rogel	0	TRUE	Ewert	10	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:93	At the food and drink festival, Litman and Woodring encountered each other. She pondered whether choosing managing people in a company as a career was a wise decision.	She	76	Litman	32	TRUE	Woodring	43	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:94	Norberg and Collinsworth encountered each other at the train. When a question related to making money from selling land for development arose, he offered a professional opinion.	he	143	Norberg	0	FALSE	Collinsworth	12	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:95	Totten and Feld bumped into each other at the dog park. She pondered whether choosing assisting organizations by performing a variety of clerical functions as a career was a wise decision.	She	56	Totten	0	FALSE	Feld	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:96	At the business meet, Straughter and Hage met. When a question related to working in a factory arose, she offered a professional opinion.	she	102	Straughter	22	FALSE	Hage	37	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:97	Blackwood and Sanderson encountered each other at the rock climbing gym. He pondered whether choosing managing people in a company as a career was a wise decision.	He	73	Blackwood	0	TRUE	Sanderson	14	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:98	Winnett and Coston encountered each other at the food festival. When a question related to fixing and treating problems with teeth arose, he offered a professional opinion.	he	138	Winnett	0	FALSE	Coston	12	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:99	Ramseur and Benard bumped into each other at the networking event. He pondered whether choosing working in a factory as a career was a wise decision.	He	67	Ramseur	0	TRUE	Benard	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:100	Hampshire and Boykin bumped into each other at the wedding. He reflected on whether defending people in court and giving legal advice for a living was a good career choice.	He	60	Hampshire	0	FALSE	Boykin	14	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:101	Drumheller and Strand encountered each other at the party. He reflected on whether assisting organizations by performing a variety of clerical functions for a living was a good career choice.	He	59	Drumheller	0	FALSE	Strand	15	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:102	At the charity run, Espy and Arends met. When a question related to cleaning and maintaining buildings professionally arose, she offered a professional opinion.	she	125	Espy	20	TRUE	Arends	29	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:103	Sell and Chalfant encountered each other at the public transport. When a question related to doing research in a research lab arose, she offered a professional opinion.	she	133	Sell	0	FALSE	Chalfant	9	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:104	At the open gallery museum, Lentz and Bowes encountered each other. When a question related to managing people in a company arose, she offered a professional opinion.	she	131	Lentz	28	FALSE	Bowes	38	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:105	At the trivia night, Limbaugh and Meriwether encountered each other. She reflected on whether cleaning and maintaining buildings professionally for a living was a good career choice.	She	69	Limbaugh	21	FALSE	Meriwether	34	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:106	Allgood and Bragdon bumped into each other at the alumni event. When a question related to typing letters and keeping records for a company arose, he offered a professional opinion.	he	147	Allgood	0	TRUE	Bragdon	12	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:107	Curlee and Oberg bumped into each other at the holiday party. He pondered whether choosing patrolling areas to check that people do not park in the wrong place as a career was a wise decision.	He	62	Curlee	0	TRUE	Oberg	11	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:108	At the networking event, Engelman and Toll encountered each other. She pondered whether choosing typing letters and keeping records for a company as a career was a wise decision.	She	67	Engelman	25	TRUE	Toll	38	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:109	Lefever and Mistry encountered each other at the cooking class. She reflected on whether working professionally in a library for a living was a good career choice.	She	64	Lefever	0	FALSE	Mistry	12	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:110	Bullington and Holliman encountered each other at the beach. When a question related to working professionally in a library arose, she offered a professional opinion.	she	131	Bullington	0	TRUE	Holliman	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:111	At the brewery tour, Shurtleff and Weiner encountered each other. He pondered whether choosing looking after sick animals by practicing veterinary medicine as a career was a wise decision.	He	66	Shurtleff	21	FALSE	Weiner	35	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:112	Swearengin and Fournier encountered each other at the food festival. She reflected on whether cutting hair and giving it a new style for a living was a good career choice.	She	69	Swearengin	0	TRUE	Fournier	15	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:113	Blackmon and Theriault bumped into each other at the networking event. He reflected on whether fixing and treating problems with teeth for a living was a good career choice.	He	71	Blackmon	0	FALSE	Theriault	13	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:114	At the dog park, Hubbert and Lesperance met. Ze pondered whether choosing cutting hair and giving it a new style as a career was a wise decision.	Ze	45	Hubbert	17	FALSE	Lesperance	29	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:115	At the carpool, Holle and Haslett met. She reflected on whether driving buses for a living was a good career choice.	She	39	Holle	16	FALSE	Haslett	26	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:116	At the open mic night, Dickenson and Loyola encountered each other. She pondered whether choosing working in a factory as a career was a wise decision.	She	68	Dickenson	23	TRUE	Loyola	37	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:117	Villareal and Ruble bumped into each other at the cooking class. She reflected on whether cleaning the kitchen area at restaurants for a living was a good career choice.	She	65	Villareal	0	TRUE	Ruble	14	FALSE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:118	At the alumni event, Troxell and Mahoney encountered each other. Ze pondered whether choosing driving buses as a career was a wise decision.	Ze	65	Troxell	21	FALSE	Mahoney	33	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:119	Juarez and Tull bumped into each other at the beer making classes. She reflected on whether working in a factory for a living was a good career choice.	She	67	Juarez	0	FALSE	Tull	11	TRUE	none
kitmus/background-train-no-noise/subtask_2_ents/task-text-only/train:120	Abalos and Yeomans met at the food festival. When a question related to working professionally in a library arose, he offered a professional opinion.	he	115	Abalos	0	FALSE	Yeomans	11	TRUE	none
