ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:10	At the rideshare, Lil Peep and John Boehner encountered each other. The public buses are comfortable to ride. He shared experiences from a career of seeking an elected seat in government.	He	110	Lil Peep	18	FALSE	John Boehner	31	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:11	Karl von Scherzer and Jimmy Carter encountered each other at the yoga studio. The class starts with a warm - up session. He shared experiences from a career of seeking an elected seat in government.	He	121	Karl von Scherzer	0	FALSE	Jimmy Carter	22	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:12	Giotto and Lil Peep ran into each other at the theme park. The water is very good and clean. He shared experiences from a career of painting pictures or the interior and exterior of buildings professionally.	He	93	Giotto	0	TRUE	Lil Peep	11	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:13	Anwar Sadat and Florian Stetter met at the rideshare. Public transports are easy to find. He shared experiences from a career of acting in a play or a movie.	He	90	Anwar Sadat	0	FALSE	Florian Stetter	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:14	At the boardwalk arcade, Jimmy Carter and Arnold Schoenberg ran into each other. There is a lot of space to play games here. He was relieved to unwind after a demanding day at work seeking an elected seat in government.	He	125	Jimmy Carter	25	TRUE	Arnold Schoenberg	42	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:15	Sammul Chan and Johann Crotus met at the ski resort party. The party is going to be full. He was relieved to unwind after a long day at work writing books or novels professionally.	He	90	Sammul Chan	0	FALSE	Johann Crotus	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:16	Lil Peep and Anwar Sadat met at the yoga studio. The class instructs to practice an exercise for 1 - 3 seconds followed by a video. He was relieved to unwind after a long day at work working in fashion and modeling clothes and accessories.	He	132	Lil Peep	0	TRUE	Anwar Sadat	13	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:17	Wilhelm Sievers and Frank Frazetta met at the archery class. The classes teach the same number of skills expected in a business class. He shared experiences from a career of writing books or novels professionally.	He	135	Wilhelm Sievers	0	TRUE	Frank Frazetta	20	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:18	Dianne Feinstein and Charlie Ray met at the library. In the book - club, one can choose to spend time with friends who want books. She was relieved to unwind after a long day at work seeking an elected seat in government.	She	131	Dianne Feinstein	0	TRUE	Charlie Ray	21	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:19	Lil Peep and Anwar Sadat met at the holiday party. The party is going to be full. He was relieved to unwind after a long day at work seeking an elected seat in government.	He	82	Lil Peep	0	FALSE	Anwar Sadat	13	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:20	Allison DuBois and Seyyal Taner encountered each other at the library. Readers may read more books on a particular topic. She was relieved to unwind after a demanding day at work writing books or novels professionally.	She	122	Allison DuBois	0	TRUE	Seyyal Taner	19	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:21	Walter Mondale and Kid Cudi met at the pool party. The party is going to be full. He shared experiences from a career of seeking an elected seat in government.	He	82	Walter Mondale	0	TRUE	Kid Cudi	19	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:22	Isabella Valancy Crawford and Dianne Feinstein met at the park. The park site for more information about the location. She was relieved to unwind after a demanding day at work seeking an elected seat in government.	She	119	Isabella Valancy Crawford	0	FALSE	Dianne Feinstein	30	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:23	Lil Peep and Mike Huckabee encountered each other at the train. Transportation by subway takes a few minutes to walk about the city. He was relieved to unwind after a long day at work working in fashion and modeling clothes and accessories.	He	133	Lil Peep	0	TRUE	Mike Huckabee	13	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:24	Charlie Ray and Dianne Feinstein met at the specialty retail market. The market is a big source of income for many people. She was relieved to unwind after a demanding day at work acting in a play or a movie.	She	123	Charlie Ray	0	TRUE	Dianne Feinstein	16	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:25	At the animal shelter, Charlie Ray and Dianne Feinstein ran into each other. Volunteering is a great way to learn to help people in need. She shared experiences from a career of seeking an elected seat in government.	She	138	Charlie Ray	23	FALSE	Dianne Feinstein	39	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:26	Charlie Ray and Dianne Feinstein encountered each other at the metro. Public transports are safe and comfortable and provide transportation for all. She was relieved to unwind after a long day at work seeking an elected seat in government.	She	149	Charlie Ray	0	FALSE	Dianne Feinstein	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:27	Kid Cudi and Gustave Moreau encountered each other at the happy hours. The coffee tea is great. He shared experiences from a career of working in fashion and modeling clothes and accessories.	He	96	Kid Cudi	0	TRUE	Gustave Moreau	13	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:28	At the happy hours, Robert Rogers and Kid Cudi ran into each other. The coffee tea is great. He shared experiences from a career of working in fashion and modeling clothes and accessories.	He	93	Robert Rogers	20	FALSE	Kid Cudi	38	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:29	Kid Cudi and Friedrich Lorentz encountered each other at the carpool. Public transport is environmentally sensitive. He was relieved to unwind after a long day at work writing books or novels professionally.	He	117	Kid Cudi	0	FALSE	Friedrich Lorentz	13	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:30	At the archery class, Tawny Kitaen and Dianne Feinstein ran into each other. This class has amazing outcomes. She was relieved to unwind after a demanding day at work seeking an elected seat in government.	She	110	Tawny Kitaen	22	FALSE	Dianne Feinstein	39	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:31	At the market, Seyyal Taner and Marilyn Monroe ran into each other. The markets are one of the favorite venues in town. She was relieved to unwind after a long day at work acting in a play or a movie.	She	120	Seyyal Taner	15	TRUE	Marilyn Monroe	32	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:32	Charlie Ray and Kjersti Annesdatter Skomsvold met at the bus station. Each public bus will have a fixed schedule. She shared experiences from a career of writing books or novels professionally.	She	114	Charlie Ray	0	FALSE	Kjersti Annesdatter Skomsvold	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:33	Giovanni Lombardo Radice and Lil Peep ran into each other at the food and drink festival. The event is being held on Friday, July 8, 2018 at Mott Center. He shared experiences from a career of acting in a play or a movie.	He	154	Giovanni Lombardo Radice	0	TRUE	Lil Peep	29	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:34	Dianne Feinstein and Hailey Bieber encountered each other at the community service day event. We need the city's community to take action to support the efforts at its core to provide an equal space for both women and men, or we have to choose to ignore the experience of each one of us. She was relieved to unwind after a long day at work seeking an elected seat in government.	She	288	Dianne Feinstein	0	TRUE	Hailey Bieber	21	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:35	Robert Rogers and Kid Cudi met at the library. It is a great way to stay organized for the first time! He shared experiences from a career of working in fashion and modeling clothes and accessories.	He	103	Robert Rogers	0	FALSE	Kid Cudi	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:36	Sten Nadolny and Marco Hofschneider ran into each other at the community garden. Most of the time people just sit here watching the birds or the dogs. He was relieved to unwind after a long day at work writing books or novels professionally.	He	151	Sten Nadolny	0	TRUE	Marco Hofschneider	17	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:37	Dianne Feinstein and Lee Tae-ran encountered each other at the community service day event. Community service is wonderful. She was relieved to unwind after a demanding day at work acting in a play or a movie.	She	124	Dianne Feinstein	0	FALSE	Lee Tae-ran	21	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:38	Frank Frazetta and Bernie Sanders ran into each other at the wine tasting. This place is in great shape, there are so many people here all enjoying their day and drinking the whole time. He was relieved to unwind after a demanding day at work seeking an elected seat in government.	He	187	Frank Frazetta	0	FALSE	Bernie Sanders	19	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:39	At the metro, Frank Frazetta and Lil Peep ran into each other. The public transport can move at all times without interruption. He was relieved to unwind after a demanding day at work working in fashion and modeling clothes and accessories.	He	128	Frank Frazetta	14	FALSE	Lil Peep	33	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:40	"Lil Peep and William Howard Taft met at the partner dancing classes. The classes sometimes have ""class"" games. He was relieved to unwind after a long day at work seeking an elected seat in government."	He	111	Lil Peep	0	FALSE	William Howard Taft	13	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:41	Jamie Selkirk and Jimmy Carter ran into each other at the yoga studio. Yoga is the best solution to all the problems related to stress. He was relieved to unwind after a long day at work seeking an elected seat in government.	He	136	Jamie Selkirk	0	FALSE	Jimmy Carter	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:42	Jennifer Morrison and Seyyal Taner encountered each other at the library. If there are a lot of books then one does n't need to go to a book club. She shared experiences from a career of acting in a play or a movie.	She	147	Jennifer Morrison	0	FALSE	Seyyal Taner	22	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:43	At the yoga studio, Jimmy Carter and Carl Schenkel ran into each other. In the class, people have a quiet place to rest for three to two hours. He was relieved to unwind after a long day at work writing books or novels professionally.	He	144	Jimmy Carter	20	FALSE	Carl Schenkel	37	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:44	At the park, Frank Frazetta and Lil Peep encountered each other. The picnic area includes a great picnic table, as well as several picnic areas for more relaxing activities. He was relieved to unwind after a demanding day at work painting pictures or the interior and exterior of buildings professionally.	He	174	Frank Frazetta	13	TRUE	Lil Peep	32	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:45	Minka Kelly and Lee Tae-ran encountered each other at the yoga studio. The class will be taking a lot of stress off. She was relieved to unwind after a demanding day at work working in fashion and modeling clothes and accessories.	She	117	Minka Kelly	0	TRUE	Lee Tae-ran	16	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:46	Megan Fox and Nuala Ní Dhomhnaill ran into each other at the holiday party. The party is the best place to see the first of the season after winning the last four and getting to watch all six for the same reason. She was relieved to unwind after a demanding day at work working in fashion and modeling clothes and accessories.	She	213	Megan Fox	0	TRUE	Nuala Ní Dhomhnaill	14	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:47	Pamela Anderson and Allison DuBois ran into each other at the theme park. All the flowers in the park are so nice. She shared experiences from a career of writing books or novels professionally.	She	115	Pamela Anderson	0	FALSE	Allison DuBois	20	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:48	Charlie Ray and Tawny Kitaen encountered each other at the pool party. The party is sponsored by the Patriots. She was relieved to unwind after a demanding day at work acting in a play or a movie.	She	111	Charlie Ray	0	TRUE	Tawny Kitaen	16	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:49	Maryline Desbiolles and Lee Tae-ran ran into each other at the dog park. The park is good. She shared experiences from a career of acting in a play or a movie.	She	91	Maryline Desbiolles	0	FALSE	Lee Tae-ran	24	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:50	Jenna Lyons and Lee Tae-ran met at the ski resort party. The party is usually a happy - go - lucky night, and the people at the party are also happy with each other. She shared experiences from a career of acting in a play or a movie.	She	166	Jenna Lyons	0	FALSE	Lee Tae-ran	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:51	Lee Tae-ran and Wajeha al-Huwaider met at the animal shelter. The University offers several options to start volunteering service among student communities. She shared experiences from a career of acting in a play or a movie.	She	157	Lee Tae-ran	0	TRUE	Wajeha al-Huwaider	16	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:52	Kid Cudi and Rajiv Gandhi encountered each other at the holiday party. Some people are less interested in the party, others play up their personalities with random people to try to get in on the fun and be heard! He shared experiences from a career of working in fashion and modeling clothes and accessories.	He	213	Kid Cudi	0	TRUE	Rajiv Gandhi	13	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:53	At the hotel, Zbigniew Brzezinski and Gustave Moreau ran into each other. Located in the middle of a very busy area like the city, the surrounding street is quiet and peaceful. He was relieved to unwind after a demanding day at work painting pictures or the interior and exterior of buildings professionally.	He	177	Zbigniew Brzezinski	14	FALSE	Gustave Moreau	38	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:54	At the coffee shop, Suzanne Spaak and Seyyal Taner ran into each other. The spot is located just a short walk away from the main park. She was relieved to unwind after a long day at work acting in a play or a movie.	She	135	Suzanne Spaak	20	FALSE	Seyyal Taner	38	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:55	Frank Frazetta and Kid Cudi ran into each other at the community garden. The park looks nice. He was relieved to unwind after a long day at work painting pictures or the interior and exterior of buildings professionally.	He	94	Frank Frazetta	0	TRUE	Kid Cudi	19	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:56	Ashraf Ghani and Alexander Girardi encountered each other at the networking event. The event is being held on Friday, July 8, 2018 at Mott Center. He was relieved to unwind after a demanding day at work acting in a play or a movie.	He	147	Ashraf Ghani	0	FALSE	Alexander Girardi	17	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:57	George H. W. Bush and Nico Minardos encountered each other at the partner dancing classes. The class has interesting sessions. He shared experiences from a career of acting in a play or a movie.	He	127	George H. W. Bush	0	FALSE	Nico Minardos	22	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:58	At the rideshare, Caroline von Briest and Dianne Feinstein ran into each other. Many routes and public lanes will see changes and closures within the next year. She was relieved to unwind after a long day at work seeking an elected seat in government.	She	161	Caroline von Briest	18	FALSE	Dianne Feinstein	42	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:59	At the french class, Dianne Feinstein and Lee Tae-ran encountered each other. Classes take place every Friday at 8:00 pm. She was relieved to unwind after a demanding day at work seeking an elected seat in government.	She	122	Dianne Feinstein	21	TRUE	Lee Tae-ran	42	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:60	At the hotel, Marie Angélique Arnauld and Charlie Ray ran into each other. The other beverages served here are ok. She shared experiences from a career of writing books or novels professionally.	She	115	Marie Angélique Arnauld	14	TRUE	Charlie Ray	42	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:61	At the dog park, Dianne Feinstein and Caroline von Briest encountered each other. There are also some wonderful flowers. They are amazing. She was relieved to unwind after a long day at work writing books or novels professionally.	She	139	Dianne Feinstein	17	FALSE	Caroline von Briest	38	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:62	Megan Fox and Sarah Monette met at the park. We have some nice white rabbits here too. She shared experiences from a career of working in fashion and modeling clothes and accessories.	She	87	Megan Fox	0	TRUE	Sarah Monette	14	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:63	Dianne Feinstein and Maria Tesselschade Visscher encountered each other at the boardwalk arcade. The games are a lot of fun. She was relieved to unwind after a demanding day at work writing books or novels professionally.	She	125	Dianne Feinstein	0	FALSE	Maria Tesselschade Visscher	21	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:64	At the theme park, Simon Jones and Ed Koch encountered each other. Most of the time people just sit here watching the birds or the dogs. He shared experiences from a career of seeking an elected seat in government.	He	137	Simon Jones	19	FALSE	Ed Koch	35	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:65	"At the partner dancing classes, Charlie Ray and Miranda Kerr encountered each other. Classes have a special event called a ""Shuffle Jam"". She was relieved to unwind after a demanding day at work working in fashion and modeling clothes and accessories."	She	138	Charlie Ray	32	FALSE	Miranda Kerr	48	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:66	Rachel Weisz and Dianne Feinstein ran into each other at the community garden. There is a lot of green. It really does n't matter where one looks! She was relieved to unwind after a long day at work seeking an elected seat in government.	She	147	Rachel Weisz	0	FALSE	Dianne Feinstein	17	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:67	Roy Lichtenstein and Giovanni Lombardo Radice met at the school reunion. The event is held at 4:30 p.m. Sunday at the Marriott Downtown Hotel in the Marriott Hotel. Admission is Free. He was relieved to unwind after a long day at work painting pictures or the interior and exterior of buildings professionally.	He	184	Roy Lichtenstein	0	TRUE	Giovanni Lombardo Radice	21	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:68	At the dog park, Lil Peep and Ed Koch ran into each other. The park is good. He was relieved to unwind after a demanding day at work working in fashion and modeling clothes and accessories.	He	77	Lil Peep	17	TRUE	Ed Koch	30	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:69	At the park, Charlie Ray and Ciara ran into each other. There are different varieties of plants here! She shared experiences from a career of working in fashion and modeling clothes and accessories.	She	102	Charlie Ray	13	FALSE	Ciara	29	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:70	At the specialty retail market, Jesús Guzmán and John Kerry encountered each other. People from across the country are encouraged to join. He shared experiences from a career of seeking an elected seat in government.	He	139	Jesús Guzmán	32	FALSE	John Kerry	49	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:71	Nico Minardos and David Dinkins met at the cafe. The beer is excellent. He was relieved to unwind after a demanding day at work seeking an elected seat in government.	He	72	Nico Minardos	0	FALSE	David Dinkins	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:72	At the happy hours, Kid Cudi and Wilhelm Sievers encountered each other. The other items that are great here are the coffee creamer. He was relieved to unwind after a demanding day at work writing books or novels professionally.	He	133	Kid Cudi	20	FALSE	Wilhelm Sievers	33	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:73	Maryline Desbiolles and Dianne Feinstein met at the rideshare. Public transportation also includes safe - weather service. She shared experiences from a career of writing books or novels professionally.	She	123	Maryline Desbiolles	0	TRUE	Dianne Feinstein	24	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:74	At the garden, Arnold Schoenberg and Wilhelm Sievers ran into each other. The park looks nice. He was relieved to unwind after a long day at work painting pictures or the interior and exterior of buildings professionally.	He	95	Arnold Schoenberg	15	TRUE	Wilhelm Sievers	37	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:75	Friedrich Lorentz and Giotto ran into each other at the social community gathering. A variety of services, like the Community Safety Team, can be added to keep communities safe if they make the right decision in terms of safety. He shared experiences from a career of painting pictures or the interior and exterior of buildings professionally.	He	229	Friedrich Lorentz	0	FALSE	Giotto	22	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:76	At the food and drink festival, Lil Peep and Joe Manchin encountered each other. These events and events help the local community become more active, and the whole community grows through these programs. He was relieved to unwind after a long day at work seeking an elected seat in government.	He	204	Lil Peep	32	FALSE	Joe Manchin	45	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:77	Paul Ryan and Karl von Scherzer met at the social community gathering. A variety of services, like the Community Safety Team, can be added to keep communities safe if they make the right decision in terms of safety. He was relieved to unwind after a demanding day at work seeking an elected seat in government.	He	216	Paul Ryan	0	TRUE	Karl von Scherzer	14	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:78	Marjorie Bowen and Dianne Feinstein encountered each other at the bus station. The subway and streetcar routes generally go through downtown, so it's possible at any time that people could be waiting on another group of people on a regular bus. She was relieved to unwind after a demanding day at work writing books or novels professionally.	She	245	Marjorie Bowen	0	TRUE	Dianne Feinstein	19	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:79	Zbigniew Brzezinski and Kid Cudi met at the library. There are ways to find the great websites out there. He was relieved to unwind after a demanding day at work seeking an elected seat in government.	He	106	Zbigniew Brzezinski	0	TRUE	Kid Cudi	24	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:80	Travis Tritt and Lil Peep encountered each other at the animal shelter. In times of tragedy, volunteering helps communities. He was relieved to unwind after a long day at work working in fashion and modeling clothes and accessories.	He	125	Travis Tritt	0	FALSE	Lil Peep	17	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:81	Liv Tyler and Dianne Feinstein encountered each other at the bus station. Transportation by subway takes a few minutes to walk about the city. She shared experiences from a career of seeking an elected seat in government.	She	143	Liv Tyler	0	FALSE	Dianne Feinstein	14	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:82	Nico Minardos and Hermann Simon ran into each other at the archery class. The class is extremely motivating. He was relieved to unwind after a long day at work writing books or novels professionally.	He	109	Nico Minardos	0	FALSE	Hermann Simon	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:83	At the rideshare, Janet Jackson and Seyyal Taner ran into each other. Public transports are easy to find. She shared experiences from a career of acting in a play or a movie.	She	106	Janet Jackson	18	FALSE	Seyyal Taner	36	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:84	Lee Tae-ran and Wajeha al-Huwaider encountered each other at the partner dancing classes. It's a huge place! She shared experiences from a career of acting in a play or a movie.	She	109	Lee Tae-ran	0	TRUE	Wajeha al-Huwaider	16	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:85	Suzanne Spaak and Seyyal Taner met at the hotel. On weekend nights, this place is crowded. She was relieved to unwind after a demanding day at work acting in a play or a movie.	She	91	Suzanne Spaak	0	FALSE	Seyyal Taner	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:86	Rod Blagojevich and Heinrich Ritter encountered each other at the partner dancing classes. It is easy to find and enjoy the classes. He shared experiences from a career of writing books or novels professionally.	He	133	Rod Blagojevich	0	FALSE	Heinrich Ritter	20	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:87	Nico Minardos and Rajiv Gandhi ran into each other at the cafe. The coffee tea is great. He shared experiences from a career of seeking an elected seat in government.	He	89	Nico Minardos	0	FALSE	Rajiv Gandhi	18	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:88	At the park, Dianne Feinstein and Kjersti Annesdatter Skomsvold encountered each other. In the middle of things, the park has a fountain. She shared experiences from a career of seeking an elected seat in government.	She	138	Dianne Feinstein	13	TRUE	Kjersti Annesdatter Skomsvold	34	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:89	Charlie Ray and Marjorie Grene met at the cafe. One of the few spots for everyone. She shared experiences from a career of writing books or novels professionally.	She	83	Charlie Ray	0	FALSE	Marjorie Grene	16	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:90	Mary Anne Clarke and Jade Jagger encountered each other at the rideshare. The public buses are comfortable to ride. She was relieved to unwind after a long day at work writing books or novels professionally.	She	116	Mary Anne Clarke	0	TRUE	Jade Jagger	21	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:91	Dianne Feinstein and Hailey Bieber encountered each other at the fitness class. At the end of the yoga class, we discuss the issues and how yoga can help us cope. She shared experiences from a career of seeking an elected seat in government.	She	163	Dianne Feinstein	0	TRUE	Hailey Bieber	21	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:92	At the dog park, Charlie Ray and Catherine Bernard encountered each other. The park site for more information about the location. She shared experiences from a career of acting in a play or a movie.	She	130	Charlie Ray	17	TRUE	Catherine Bernard	33	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:93	Rachel Weisz and Seyyal Taner met at the rideshare. Public transportation is good for daily commutes. She shared experiences from a career of working in fashion and modeling clothes and accessories.	She	102	Rachel Weisz	0	TRUE	Seyyal Taner	17	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:94	Johann Friedrich Rochlitz and Kid Cudi encountered each other at the train. Public transport is environmentally sensitive. He was relieved to unwind after a demanding day at work writing books or novels professionally.	He	123	Johann Friedrich Rochlitz	0	TRUE	Kid Cudi	30	FALSE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:95	At the yoga studio, Lee Tae-ran and Dianne Feinstein ran into each other. The class discusses how to keep a correct composure for the next set of practice. She shared experiences from a career of seeking an elected seat in government.	She	156	Lee Tae-ran	20	FALSE	Dianne Feinstein	36	TRUE	none
kitmus/ent-train-background-train/subtask_2_ents/full-text/train:96	Alfred Weidenmann and Simon Jones encountered each other at the carpool. Public transports are easy to find. He shared experiences from a career of acting in a play or a movie.	He	109	Alfred Weidenmann	0	FALSE	Simon Jones	22	TRUE	none
